""	"Year"	"Month"	"DayOfWeek"	"TimeOfDay"	"Status"	"dummy"	"NumberOfFlights"
"7076"	2005	"Feb"	"Sun"	"Morning"	"Short Delay"	0	42
"7077"	2005	"Feb"	"Sun"	"Night"	"Cancelled"	0	5
"7078"	2005	"Feb"	"Sun"	"Night"	"Long Delay"	0	14
"7079"	2005	"Feb"	"Sun"	"Night"	"Medium Delay"	0	12
"7080"	2005	"Feb"	"Sun"	"Night"	"On Time"	0	49
"7081"	2005	"Feb"	"Sun"	"Night"	"Short Delay"	0	12
"7082"	2005	"Feb"	"Thurs"	"Evening"	"Cancelled"	0	8
"7083"	2005	"Feb"	"Thurs"	"Evening"	"Long Delay"	0	114
"7084"	2005	"Feb"	"Thurs"	"Evening"	"Medium Delay"	0	235
"7085"	2005	"Feb"	"Thurs"	"Evening"	"On Time"	0	649
"7086"	2005	"Feb"	"Thurs"	"Evening"	"Short Delay"	0	133
"7087"	2005	"Feb"	"Thurs"	"Mid-Day"	"Cancelled"	0	16
"7088"	2005	"Feb"	"Thurs"	"Mid-Day"	"Long Delay"	0	71
"7089"	2005	"Feb"	"Thurs"	"Mid-Day"	"Medium Delay"	0	226
"7090"	2005	"Feb"	"Thurs"	"Mid-Day"	"On Time"	0	811
"7091"	2005	"Feb"	"Thurs"	"Mid-Day"	"Short Delay"	0	130
"7092"	2005	"Feb"	"Thurs"	"Morning"	"Cancelled"	0	7
"7093"	2005	"Feb"	"Thurs"	"Morning"	"Long Delay"	0	24
"7094"	2005	"Feb"	"Thurs"	"Morning"	"Medium Delay"	0	79
"7095"	2005	"Feb"	"Thurs"	"Morning"	"On Time"	0	457
"7096"	2005	"Feb"	"Thurs"	"Morning"	"Short Delay"	0	75
"7097"	2005	"Feb"	"Thurs"	"Night"	"Cancelled"	0	3
"7098"	2005	"Feb"	"Thurs"	"Night"	"Long Delay"	0	12
"7099"	2005	"Feb"	"Thurs"	"Night"	"Medium Delay"	0	23
"7100"	2005	"Feb"	"Thurs"	"Night"	"On Time"	0	47
"7101"	2005	"Feb"	"Thurs"	"Night"	"Short Delay"	0	8
"7102"	2005	"Feb"	"Tues"	"Evening"	"Cancelled"	0	11
"7103"	2005	"Feb"	"Tues"	"Evening"	"Long Delay"	0	50
"7104"	2005	"Feb"	"Tues"	"Evening"	"Medium Delay"	0	153
"7105"	2005	"Feb"	"Tues"	"Evening"	"On Time"	0	811
"7106"	2005	"Feb"	"Tues"	"Evening"	"Short Delay"	0	88
"7107"	2005	"Feb"	"Tues"	"Mid-Day"	"Cancelled"	0	9
"7108"	2005	"Feb"	"Tues"	"Mid-Day"	"Long Delay"	0	54
"7109"	2005	"Feb"	"Tues"	"Mid-Day"	"Medium Delay"	0	156
"7110"	2005	"Feb"	"Tues"	"Mid-Day"	"On Time"	0	920
"7111"	2005	"Feb"	"Tues"	"Mid-Day"	"Short Delay"	0	100
"7112"	2005	"Feb"	"Tues"	"Morning"	"Cancelled"	0	9
"7113"	2005	"Feb"	"Tues"	"Morning"	"Long Delay"	0	24
"7114"	2005	"Feb"	"Tues"	"Morning"	"Medium Delay"	0	90
"7115"	2005	"Feb"	"Tues"	"Morning"	"On Time"	0	454
"7116"	2005	"Feb"	"Tues"	"Morning"	"Short Delay"	0	47
"7117"	2005	"Feb"	"Tues"	"Night"	"Cancelled"	0	2
"7118"	2005	"Feb"	"Tues"	"Night"	"Long Delay"	0	8
"7119"	2005	"Feb"	"Tues"	"Night"	"Medium Delay"	0	13
"7120"	2005	"Feb"	"Tues"	"Night"	"On Time"	0	59
"7121"	2005	"Feb"	"Tues"	"Night"	"Short Delay"	0	6
"7122"	2005	"Feb"	"Wed"	"Evening"	"Cancelled"	0	7
"7123"	2005	"Feb"	"Wed"	"Evening"	"Long Delay"	0	92
"7124"	2005	"Feb"	"Wed"	"Evening"	"Medium Delay"	0	244
"7125"	2005	"Feb"	"Wed"	"Evening"	"On Time"	0	661
"7126"	2005	"Feb"	"Wed"	"Evening"	"Short Delay"	0	130
"7127"	2005	"Feb"	"Wed"	"Mid-Day"	"Cancelled"	0	18
"7128"	2005	"Feb"	"Wed"	"Mid-Day"	"Long Delay"	0	54
"7129"	2005	"Feb"	"Wed"	"Mid-Day"	"Medium Delay"	0	205
"7130"	2005	"Feb"	"Wed"	"Mid-Day"	"On Time"	0	834
"7131"	2005	"Feb"	"Wed"	"Mid-Day"	"Short Delay"	0	134
"7132"	2005	"Feb"	"Wed"	"Morning"	"Cancelled"	0	5
"7133"	2005	"Feb"	"Wed"	"Morning"	"Long Delay"	0	29
"7134"	2005	"Feb"	"Wed"	"Morning"	"Medium Delay"	0	76
"7135"	2005	"Feb"	"Wed"	"Morning"	"On Time"	0	459
"7136"	2005	"Feb"	"Wed"	"Morning"	"Short Delay"	0	65
"7137"	2005	"Feb"	"Wed"	"Night"	"Cancelled"	0	1
"7138"	2005	"Feb"	"Wed"	"Night"	"Long Delay"	0	9
"7139"	2005	"Feb"	"Wed"	"Night"	"Medium Delay"	0	14
"7140"	2005	"Feb"	"Wed"	"Night"	"On Time"	0	63
"7141"	2005	"Feb"	"Wed"	"Night"	"Short Delay"	0	6
"7142"	2005	"Jan"	"Fri"	"Evening"	"Cancelled"	0	62
"7143"	2005	"Jan"	"Fri"	"Evening"	"Long Delay"	0	222
"7144"	2005	"Jan"	"Fri"	"Evening"	"Medium Delay"	0	199
"7145"	2005	"Jan"	"Fri"	"Evening"	"On Time"	0	513
"7146"	2005	"Jan"	"Fri"	"Evening"	"Short Delay"	0	93
"7147"	2005	"Jan"	"Fri"	"Mid-Day"	"Cancelled"	0	20
"7148"	2005	"Jan"	"Fri"	"Mid-Day"	"Long Delay"	0	126
"7149"	2005	"Jan"	"Fri"	"Mid-Day"	"Medium Delay"	0	244
"7150"	2005	"Jan"	"Fri"	"Mid-Day"	"On Time"	0	722
"7151"	2005	"Jan"	"Fri"	"Mid-Day"	"Short Delay"	0	120
"7152"	2005	"Jan"	"Fri"	"Morning"	"Cancelled"	0	12
"7153"	2005	"Jan"	"Fri"	"Morning"	"Long Delay"	0	50
"7154"	2005	"Jan"	"Fri"	"Morning"	"Medium Delay"	0	118
"7155"	2005	"Jan"	"Fri"	"Morning"	"On Time"	0	388
"7156"	2005	"Jan"	"Fri"	"Morning"	"Short Delay"	0	64
"7157"	2005	"Jan"	"Fri"	"Night"	"Cancelled"	0	7
"7158"	2005	"Jan"	"Fri"	"Night"	"Long Delay"	0	11
"7159"	2005	"Jan"	"Fri"	"Night"	"Medium Delay"	0	18
"7160"	2005	"Jan"	"Fri"	"Night"	"On Time"	0	35
"7161"	2005	"Jan"	"Fri"	"Night"	"Short Delay"	0	9
"7162"	2005	"Jan"	"Mon"	"Evening"	"Cancelled"	0	13
"7163"	2005	"Jan"	"Mon"	"Evening"	"Long Delay"	0	136
"7164"	2005	"Jan"	"Mon"	"Evening"	"Medium Delay"	0	309
"7165"	2005	"Jan"	"Mon"	"Evening"	"On Time"	0	761
"7166"	2005	"Jan"	"Mon"	"Evening"	"Short Delay"	0	141
"7167"	2005	"Jan"	"Mon"	"Mid-Day"	"Cancelled"	0	16
"7168"	2005	"Jan"	"Mon"	"Mid-Day"	"Long Delay"	0	146
"7169"	2005	"Jan"	"Mon"	"Mid-Day"	"Medium Delay"	0	302
"7170"	2005	"Jan"	"Mon"	"Mid-Day"	"On Time"	0	921
"7171"	2005	"Jan"	"Mon"	"Mid-Day"	"Short Delay"	0	177
"7172"	2005	"Jan"	"Mon"	"Morning"	"Cancelled"	0	6
"7173"	2005	"Jan"	"Mon"	"Morning"	"Long Delay"	0	64
"7174"	2005	"Jan"	"Mon"	"Morning"	"Medium Delay"	0	134
"7175"	2005	"Jan"	"Mon"	"Morning"	"On Time"	0	502
"7176"	2005	"Jan"	"Mon"	"Morning"	"Short Delay"	0	88
"7177"	2005	"Jan"	"Mon"	"Night"	"Cancelled"	0	2
"7178"	2005	"Jan"	"Mon"	"Night"	"Long Delay"	0	8
"7179"	2005	"Jan"	"Mon"	"Night"	"Medium Delay"	0	27
"7180"	2005	"Jan"	"Mon"	"Night"	"On Time"	0	57
"7181"	2005	"Jan"	"Mon"	"Night"	"Short Delay"	0	12
"7182"	2005	"Jan"	"Sat"	"Evening"	"Cancelled"	0	88
"7183"	2005	"Jan"	"Sat"	"Evening"	"Long Delay"	0	176
"7184"	2005	"Jan"	"Sat"	"Evening"	"Medium Delay"	0	213
"7185"	2005	"Jan"	"Sat"	"Evening"	"On Time"	0	564
"7186"	2005	"Jan"	"Sat"	"Evening"	"Short Delay"	0	109
"7187"	2005	"Jan"	"Sat"	"Mid-Day"	"Cancelled"	0	75
"7188"	2005	"Jan"	"Sat"	"Mid-Day"	"Long Delay"	0	155
"7189"	2005	"Jan"	"Sat"	"Mid-Day"	"Medium Delay"	0	264
"7190"	2005	"Jan"	"Sat"	"Mid-Day"	"On Time"	0	739
"7191"	2005	"Jan"	"Sat"	"Mid-Day"	"Short Delay"	0	138
"7192"	2005	"Jan"	"Sat"	"Morning"	"Cancelled"	0	28
"7193"	2005	"Jan"	"Sat"	"Morning"	"Long Delay"	0	66
"7194"	2005	"Jan"	"Sat"	"Morning"	"Medium Delay"	0	107
"7195"	2005	"Jan"	"Sat"	"Morning"	"On Time"	0	378
"7196"	2005	"Jan"	"Sat"	"Morning"	"Short Delay"	0	77
"7197"	2005	"Jan"	"Sat"	"Night"	"Cancelled"	0	1
"7198"	2005	"Jan"	"Sat"	"Night"	"Long Delay"	0	14
"7199"	2005	"Jan"	"Sat"	"Night"	"Medium Delay"	0	16
"7200"	2005	"Jan"	"Sat"	"Night"	"On Time"	0	46
"7201"	2005	"Jan"	"Sat"	"Night"	"Short Delay"	0	10
"7202"	2005	"Jan"	"Sun"	"Evening"	"Cancelled"	0	18
"7203"	2005	"Jan"	"Sun"	"Evening"	"Long Delay"	0	170
"7204"	2005	"Jan"	"Sun"	"Evening"	"Medium Delay"	0	300
"7205"	2005	"Jan"	"Sun"	"Evening"	"On Time"	0	713
"7206"	2005	"Jan"	"Sun"	"Evening"	"Short Delay"	0	152
"7207"	2005	"Jan"	"Sun"	"Mid-Day"	"Cancelled"	0	48
"7208"	2005	"Jan"	"Sun"	"Mid-Day"	"Long Delay"	0	140
"7209"	2005	"Jan"	"Sun"	"Mid-Day"	"Medium Delay"	0	299
"7210"	2005	"Jan"	"Sun"	"Mid-Day"	"On Time"	0	852
"7211"	2005	"Jan"	"Sun"	"Mid-Day"	"Short Delay"	0	166
"7212"	2005	"Jan"	"Sun"	"Morning"	"Cancelled"	0	23
"7213"	2005	"Jan"	"Sun"	"Morning"	"Long Delay"	0	48
"7214"	2005	"Jan"	"Sun"	"Morning"	"Medium Delay"	0	83
"7215"	2005	"Jan"	"Sun"	"Morning"	"On Time"	0	404
"7216"	2005	"Jan"	"Sun"	"Morning"	"Short Delay"	0	60
"7217"	2005	"Jan"	"Sun"	"Night"	"Long Delay"	0	13
"7218"	2005	"Jan"	"Sun"	"Night"	"Medium Delay"	0	27
"7219"	2005	"Jan"	"Sun"	"Night"	"On Time"	0	58
"7220"	2005	"Jan"	"Sun"	"Night"	"Short Delay"	0	8
"7221"	2005	"Jan"	"Thurs"	"Evening"	"Cancelled"	0	20
"7222"	2005	"Jan"	"Thurs"	"Evening"	"Long Delay"	0	150
"7223"	2005	"Jan"	"Thurs"	"Evening"	"Medium Delay"	0	254
"7224"	2005	"Jan"	"Thurs"	"Evening"	"On Time"	0	565
"7225"	2005	"Jan"	"Thurs"	"Evening"	"Short Delay"	0	101
"7226"	2005	"Jan"	"Thurs"	"Mid-Day"	"Cancelled"	0	29
"7227"	2005	"Jan"	"Thurs"	"Mid-Day"	"Long Delay"	0	108
"7228"	2005	"Jan"	"Thurs"	"Mid-Day"	"Medium Delay"	0	255
"7229"	2005	"Jan"	"Thurs"	"Mid-Day"	"On Time"	0	704
"7230"	2005	"Jan"	"Thurs"	"Mid-Day"	"Short Delay"	0	133
"7231"	2005	"Jan"	"Thurs"	"Morning"	"Cancelled"	0	13
"7232"	2005	"Jan"	"Thurs"	"Morning"	"Long Delay"	0	73
"7233"	2005	"Jan"	"Thurs"	"Morning"	"Medium Delay"	0	122
"7234"	2005	"Jan"	"Thurs"	"Morning"	"On Time"	0	360
"7235"	2005	"Jan"	"Thurs"	"Morning"	"Short Delay"	0	52
"7236"	2005	"Jan"	"Thurs"	"Night"	"Cancelled"	0	1
"7237"	2005	"Jan"	"Thurs"	"Night"	"Long Delay"	0	15
"7238"	2005	"Jan"	"Thurs"	"Night"	"Medium Delay"	0	13
"7239"	2005	"Jan"	"Thurs"	"Night"	"On Time"	0	42
"7240"	2005	"Jan"	"Thurs"	"Night"	"Short Delay"	0	9
"7241"	2005	"Jan"	"Tues"	"Evening"	"Cancelled"	0	16
"7242"	2005	"Jan"	"Tues"	"Evening"	"Long Delay"	0	89
"7243"	2005	"Jan"	"Tues"	"Evening"	"Medium Delay"	0	257
"7244"	2005	"Jan"	"Tues"	"Evening"	"On Time"	0	618
"7245"	2005	"Jan"	"Tues"	"Evening"	"Short Delay"	0	109
"7246"	2005	"Jan"	"Tues"	"Mid-Day"	"Cancelled"	0	15
"7247"	2005	"Jan"	"Tues"	"Mid-Day"	"Long Delay"	0	78
"7248"	2005	"Jan"	"Tues"	"Mid-Day"	"Medium Delay"	0	211
"7249"	2005	"Jan"	"Tues"	"Mid-Day"	"On Time"	0	790
"7250"	2005	"Jan"	"Tues"	"Mid-Day"	"Short Delay"	0	130
"7251"	2005	"Jan"	"Tues"	"Morning"	"Cancelled"	0	3
"7252"	2005	"Jan"	"Tues"	"Morning"	"Long Delay"	0	28
"7253"	2005	"Jan"	"Tues"	"Morning"	"Medium Delay"	0	80
"7254"	2005	"Jan"	"Tues"	"Morning"	"On Time"	0	442
"7255"	2005	"Jan"	"Tues"	"Morning"	"Short Delay"	0	62
"7256"	2005	"Jan"	"Tues"	"Night"	"Long Delay"	0	13
"7257"	2005	"Jan"	"Tues"	"Night"	"Medium Delay"	0	17
"7258"	2005	"Jan"	"Tues"	"Night"	"On Time"	0	45
"7259"	2005	"Jan"	"Tues"	"Night"	"Short Delay"	0	4
"7260"	2005	"Jan"	"Wed"	"Evening"	"Cancelled"	0	48
"7261"	2005	"Jan"	"Wed"	"Evening"	"Long Delay"	0	155
"7262"	2005	"Jan"	"Wed"	"Evening"	"Medium Delay"	0	234
"7263"	2005	"Jan"	"Wed"	"Evening"	"On Time"	0	551
"7264"	2005	"Jan"	"Wed"	"Evening"	"Short Delay"	0	97
"7265"	2005	"Jan"	"Wed"	"Mid-Day"	"Cancelled"	0	38
"7266"	2005	"Jan"	"Wed"	"Mid-Day"	"Long Delay"	0	142
"7267"	2005	"Jan"	"Wed"	"Mid-Day"	"Medium Delay"	0	240
"7268"	2005	"Jan"	"Wed"	"Mid-Day"	"On Time"	0	682
"7269"	2005	"Jan"	"Wed"	"Mid-Day"	"Short Delay"	0	129
"7270"	2005	"Jan"	"Wed"	"Morning"	"Cancelled"	0	18
"7271"	2005	"Jan"	"Wed"	"Morning"	"Long Delay"	0	56
"7272"	2005	"Jan"	"Wed"	"Morning"	"Medium Delay"	0	108
"7273"	2005	"Jan"	"Wed"	"Morning"	"On Time"	0	379
"7274"	2005	"Jan"	"Wed"	"Morning"	"Short Delay"	0	62
"7275"	2005	"Jan"	"Wed"	"Night"	"Cancelled"	0	3
"7276"	2005	"Jan"	"Wed"	"Night"	"Long Delay"	0	19
"7277"	2005	"Jan"	"Wed"	"Night"	"Medium Delay"	0	13
"7278"	2005	"Jan"	"Wed"	"Night"	"On Time"	0	32
"7279"	2005	"Jan"	"Wed"	"Night"	"Short Delay"	0	12
"7280"	2005	"Jul"	"Fri"	"Evening"	"Cancelled"	0	31
"7281"	2005	"Jul"	"Fri"	"Evening"	"Long Delay"	0	317
"7282"	2005	"Jul"	"Fri"	"Evening"	"Medium Delay"	0	386
"7283"	2005	"Jul"	"Fri"	"Evening"	"On Time"	0	599
"7284"	2005	"Jul"	"Fri"	"Evening"	"Short Delay"	0	168
"7285"	2005	"Jul"	"Fri"	"Mid-Day"	"Cancelled"	0	12
"7286"	2005	"Jul"	"Fri"	"Mid-Day"	"Long Delay"	0	193
"7287"	2005	"Jul"	"Fri"	"Mid-Day"	"Medium Delay"	0	443
"7288"	2005	"Jul"	"Fri"	"Mid-Day"	"On Time"	0	846
"7289"	2005	"Jul"	"Fri"	"Mid-Day"	"Short Delay"	0	245
"7290"	2005	"Jul"	"Fri"	"Morning"	"Cancelled"	0	6
"7291"	2005	"Jul"	"Fri"	"Morning"	"Long Delay"	0	73
"7292"	2005	"Jul"	"Fri"	"Morning"	"Medium Delay"	0	111
"7293"	2005	"Jul"	"Fri"	"Morning"	"On Time"	0	579
"7294"	2005	"Jul"	"Fri"	"Morning"	"Short Delay"	0	111
"7295"	2005	"Jul"	"Fri"	"Night"	"Cancelled"	0	2
"7296"	2005	"Jul"	"Fri"	"Night"	"Long Delay"	0	47
"7297"	2005	"Jul"	"Fri"	"Night"	"Medium Delay"	0	43
"7298"	2005	"Jul"	"Fri"	"Night"	"On Time"	0	61
"7299"	2005	"Jul"	"Fri"	"Night"	"Short Delay"	0	17
"7300"	2005	"Jul"	"Mon"	"Evening"	"Cancelled"	0	37
"7301"	2005	"Jul"	"Mon"	"Evening"	"Long Delay"	0	338
"7302"	2005	"Jul"	"Mon"	"Evening"	"Medium Delay"	0	232
"7303"	2005	"Jul"	"Mon"	"Evening"	"On Time"	0	488
"7304"	2005	"Jul"	"Mon"	"Evening"	"Short Delay"	0	104
"7305"	2005	"Jul"	"Mon"	"Mid-Day"	"Cancelled"	0	20
"7306"	2005	"Jul"	"Mon"	"Mid-Day"	"Long Delay"	0	169
"7307"	2005	"Jul"	"Mon"	"Mid-Day"	"Medium Delay"	0	278
"7308"	2005	"Jul"	"Mon"	"Mid-Day"	"On Time"	0	738
"7309"	2005	"Jul"	"Mon"	"Mid-Day"	"Short Delay"	0	173
"7310"	2005	"Jul"	"Mon"	"Morning"	"Cancelled"	0	8
"7311"	2005	"Jul"	"Mon"	"Morning"	"Long Delay"	0	53
"7312"	2005	"Jul"	"Mon"	"Morning"	"Medium Delay"	0	106
"7313"	2005	"Jul"	"Mon"	"Morning"	"On Time"	0	410
"7314"	2005	"Jul"	"Mon"	"Morning"	"Short Delay"	0	83
"7315"	2005	"Jul"	"Mon"	"Night"	"Cancelled"	0	2
"7316"	2005	"Jul"	"Mon"	"Night"	"Long Delay"	0	46
"7317"	2005	"Jul"	"Mon"	"Night"	"Medium Delay"	0	30
"7318"	2005	"Jul"	"Mon"	"Night"	"On Time"	0	50
"7319"	2005	"Jul"	"Mon"	"Night"	"Short Delay"	0	8
"7320"	2005	"Jul"	"Sat"	"Evening"	"Cancelled"	0	8
"7321"	2005	"Jul"	"Sat"	"Evening"	"Long Delay"	0	215
"7322"	2005	"Jul"	"Sat"	"Evening"	"Medium Delay"	0	314
"7323"	2005	"Jul"	"Sat"	"Evening"	"On Time"	0	600
"7324"	2005	"Jul"	"Sat"	"Evening"	"Short Delay"	0	147
"7325"	2005	"Jul"	"Sat"	"Mid-Day"	"Cancelled"	0	13
"7326"	2005	"Jul"	"Sat"	"Mid-Day"	"Long Delay"	0	281
"7327"	2005	"Jul"	"Sat"	"Mid-Day"	"Medium Delay"	0	398
"7328"	2005	"Jul"	"Sat"	"Mid-Day"	"On Time"	0	718
"7329"	2005	"Jul"	"Sat"	"Mid-Day"	"Short Delay"	0	215
"7330"	2005	"Jul"	"Sat"	"Morning"	"Cancelled"	0	13
"7331"	2005	"Jul"	"Sat"	"Morning"	"Long Delay"	0	60
"7332"	2005	"Jul"	"Sat"	"Morning"	"Medium Delay"	0	117
"7333"	2005	"Jul"	"Sat"	"Morning"	"On Time"	0	534
"7334"	2005	"Jul"	"Sat"	"Morning"	"Short Delay"	0	88
"7335"	2005	"Jul"	"Sat"	"Night"	"Long Delay"	0	25
"7336"	2005	"Jul"	"Sat"	"Night"	"Medium Delay"	0	37
"7337"	2005	"Jul"	"Sat"	"Night"	"On Time"	0	57
"7338"	2005	"Jul"	"Sat"	"Night"	"Short Delay"	0	18
"7339"	2005	"Jul"	"Sun"	"Evening"	"Cancelled"	0	16
"7340"	2005	"Jul"	"Sun"	"Evening"	"Long Delay"	0	275
"7341"	2005	"Jul"	"Sun"	"Evening"	"Medium Delay"	0	358
"7342"	2005	"Jul"	"Sun"	"Evening"	"On Time"	0	644
"7343"	2005	"Jul"	"Sun"	"Evening"	"Short Delay"	0	161
"7344"	2005	"Jul"	"Sun"	"Mid-Day"	"Cancelled"	0	29
"7345"	2005	"Jul"	"Sun"	"Mid-Day"	"Long Delay"	0	161
"7346"	2005	"Jul"	"Sun"	"Mid-Day"	"Medium Delay"	0	339
"7347"	2005	"Jul"	"Sun"	"Mid-Day"	"On Time"	0	924
"7348"	2005	"Jul"	"Sun"	"Mid-Day"	"Short Delay"	0	211
"7349"	2005	"Jul"	"Sun"	"Morning"	"Cancelled"	0	14
"7350"	2005	"Jul"	"Sun"	"Morning"	"Long Delay"	0	63
"7351"	2005	"Jul"	"Sun"	"Morning"	"Medium Delay"	0	123
"7352"	2005	"Jul"	"Sun"	"Morning"	"On Time"	0	439
"7353"	2005	"Jul"	"Sun"	"Morning"	"Short Delay"	0	78
"7354"	2005	"Jul"	"Sun"	"Night"	"Cancelled"	0	6
"7355"	2005	"Jul"	"Sun"	"Night"	"Long Delay"	0	40
"7356"	2005	"Jul"	"Sun"	"Night"	"Medium Delay"	0	43
"7357"	2005	"Jul"	"Sun"	"Night"	"On Time"	0	55
"7358"	2005	"Jul"	"Sun"	"Night"	"Short Delay"	0	10
"7359"	2005	"Jul"	"Thurs"	"Evening"	"Cancelled"	0	15
"7360"	2005	"Jul"	"Thurs"	"Evening"	"Long Delay"	0	230
"7361"	2005	"Jul"	"Thurs"	"Evening"	"Medium Delay"	0	311
"7362"	2005	"Jul"	"Thurs"	"Evening"	"On Time"	0	502
"7363"	2005	"Jul"	"Thurs"	"Evening"	"Short Delay"	0	142
"7364"	2005	"Jul"	"Thurs"	"Mid-Day"	"Cancelled"	0	13
"7365"	2005	"Jul"	"Thurs"	"Mid-Day"	"Long Delay"	0	154
"7366"	2005	"Jul"	"Thurs"	"Mid-Day"	"Medium Delay"	0	296
"7367"	2005	"Jul"	"Thurs"	"Mid-Day"	"On Time"	0	718
"7368"	2005	"Jul"	"Thurs"	"Mid-Day"	"Short Delay"	0	210
"7369"	2005	"Jul"	"Thurs"	"Morning"	"Cancelled"	0	11
"7370"	2005	"Jul"	"Thurs"	"Morning"	"Long Delay"	0	39
"7371"	2005	"Jul"	"Thurs"	"Morning"	"Medium Delay"	0	85
"7372"	2005	"Jul"	"Thurs"	"Morning"	"On Time"	0	483
"7373"	2005	"Jul"	"Thurs"	"Morning"	"Short Delay"	0	87
"7374"	2005	"Jul"	"Thurs"	"Night"	"Cancelled"	0	1
"7375"	2005	"Jul"	"Thurs"	"Night"	"Long Delay"	0	41
"7376"	2005	"Jul"	"Thurs"	"Night"	"Medium Delay"	0	37
"7377"	2005	"Jul"	"Thurs"	"Night"	"On Time"	0	49
"7378"	2005	"Jul"	"Thurs"	"Night"	"Short Delay"	0	8
"7379"	2005	"Jul"	"Tues"	"Evening"	"Cancelled"	0	24
"7380"	2005	"Jul"	"Tues"	"Evening"	"Long Delay"	0	209
"7381"	2005	"Jul"	"Tues"	"Evening"	"Medium Delay"	0	274
"7382"	2005	"Jul"	"Tues"	"Evening"	"On Time"	0	534
"7383"	2005	"Jul"	"Tues"	"Evening"	"Short Delay"	0	159
"7384"	2005	"Jul"	"Tues"	"Mid-Day"	"Cancelled"	0	31
"7385"	2005	"Jul"	"Tues"	"Mid-Day"	"Long Delay"	0	115
"7386"	2005	"Jul"	"Tues"	"Mid-Day"	"Medium Delay"	0	295
"7387"	2005	"Jul"	"Tues"	"Mid-Day"	"On Time"	0	743
"7388"	2005	"Jul"	"Tues"	"Mid-Day"	"Short Delay"	0	205
"7389"	2005	"Jul"	"Tues"	"Morning"	"Cancelled"	0	13
"7390"	2005	"Jul"	"Tues"	"Morning"	"Long Delay"	0	52
"7391"	2005	"Jul"	"Tues"	"Morning"	"Medium Delay"	0	98
"7392"	2005	"Jul"	"Tues"	"Morning"	"On Time"	0	452
"7393"	2005	"Jul"	"Tues"	"Morning"	"Short Delay"	0	87
"7394"	2005	"Jul"	"Tues"	"Night"	"Cancelled"	0	2
"7395"	2005	"Jul"	"Tues"	"Night"	"Long Delay"	0	36
"7396"	2005	"Jul"	"Tues"	"Night"	"Medium Delay"	0	23
"7397"	2005	"Jul"	"Tues"	"Night"	"On Time"	0	57
"7398"	2005	"Jul"	"Tues"	"Night"	"Short Delay"	0	18
"7399"	2005	"Jul"	"Wed"	"Evening"	"Cancelled"	0	26
"7400"	2005	"Jul"	"Wed"	"Evening"	"Long Delay"	0	257
"7401"	2005	"Jul"	"Wed"	"Evening"	"Medium Delay"	0	309
"7402"	2005	"Jul"	"Wed"	"Evening"	"On Time"	0	466
"7403"	2005	"Jul"	"Wed"	"Evening"	"Short Delay"	0	143
"7404"	2005	"Jul"	"Wed"	"Mid-Day"	"Cancelled"	0	28
"7405"	2005	"Jul"	"Wed"	"Mid-Day"	"Long Delay"	0	173
"7406"	2005	"Jul"	"Wed"	"Mid-Day"	"Medium Delay"	0	350
"7407"	2005	"Jul"	"Wed"	"Mid-Day"	"On Time"	0	668
"7408"	2005	"Jul"	"Wed"	"Mid-Day"	"Short Delay"	0	171
"7409"	2005	"Jul"	"Wed"	"Morning"	"Cancelled"	0	14
"7410"	2005	"Jul"	"Wed"	"Morning"	"Long Delay"	0	82
"7411"	2005	"Jul"	"Wed"	"Morning"	"Medium Delay"	0	156
"7412"	2005	"Jul"	"Wed"	"Morning"	"On Time"	0	357
"7413"	2005	"Jul"	"Wed"	"Morning"	"Short Delay"	0	95
"7414"	2005	"Jul"	"Wed"	"Night"	"Cancelled"	0	3
"7415"	2005	"Jul"	"Wed"	"Night"	"Long Delay"	0	30
"7416"	2005	"Jul"	"Wed"	"Night"	"Medium Delay"	0	29
"7417"	2005	"Jul"	"Wed"	"Night"	"On Time"	0	58
"7418"	2005	"Jul"	"Wed"	"Night"	"Short Delay"	0	16
"7419"	2005	"Jun"	"Fri"	"Evening"	"Cancelled"	0	17
"7420"	2005	"Jun"	"Fri"	"Evening"	"Long Delay"	0	221
"7421"	2005	"Jun"	"Fri"	"Evening"	"Medium Delay"	0	285
"7422"	2005	"Jun"	"Fri"	"Evening"	"On Time"	0	525
"7423"	2005	"Jun"	"Fri"	"Evening"	"Short Delay"	0	139
"7424"	2005	"Jun"	"Fri"	"Mid-Day"	"Cancelled"	0	20
"7425"	2005	"Jun"	"Fri"	"Mid-Day"	"Long Delay"	0	173
"7426"	2005	"Jun"	"Fri"	"Mid-Day"	"Medium Delay"	0	353
"7427"	2005	"Jun"	"Fri"	"Mid-Day"	"On Time"	0	649
"7428"	2005	"Jun"	"Fri"	"Mid-Day"	"Short Delay"	0	169
"7429"	2005	"Jun"	"Fri"	"Morning"	"Cancelled"	0	1
"7430"	2005	"Jun"	"Fri"	"Morning"	"Long Delay"	0	42
"7431"	2005	"Jun"	"Fri"	"Morning"	"Medium Delay"	0	105
"7432"	2005	"Jun"	"Fri"	"Morning"	"On Time"	0	471
"7433"	2005	"Jun"	"Fri"	"Morning"	"Short Delay"	0	73
"7434"	2005	"Jun"	"Fri"	"Night"	"Cancelled"	0	1
"7435"	2005	"Jun"	"Fri"	"Night"	"Long Delay"	0	20
"7436"	2005	"Jun"	"Fri"	"Night"	"Medium Delay"	0	34
"7437"	2005	"Jun"	"Fri"	"Night"	"On Time"	0	48
