""	"DayOfWeek"	"Status"	"TimeOfDay"	"Years"	"ArrDep"	"Month"	"NumberOfFlights"
"4831"	"Sun"	"Long Delay"	"Night"	"1995-2001"	"Arriving"	"Sept"	51
"4832"	"Sun"	"Long Delay"	"Night"	"1995-2001"	"Departing"	"Apr"	103
"4833"	"Sun"	"Long Delay"	"Night"	"1995-2001"	"Departing"	"Aug"	113
"4834"	"Sun"	"Long Delay"	"Night"	"1995-2001"	"Departing"	"Dec"	118
"4835"	"Sun"	"Long Delay"	"Night"	"1995-2001"	"Departing"	"Feb"	47
"4836"	"Sun"	"Long Delay"	"Night"	"1995-2001"	"Departing"	"Jan"	80
"4837"	"Sun"	"Long Delay"	"Night"	"1995-2001"	"Departing"	"Jul"	97
"4838"	"Sun"	"Long Delay"	"Night"	"1995-2001"	"Departing"	"Jun"	111
"4839"	"Sun"	"Long Delay"	"Night"	"1995-2001"	"Departing"	"Mar"	63
"4840"	"Sun"	"Long Delay"	"Night"	"1995-2001"	"Departing"	"May"	86
"4841"	"Sun"	"Long Delay"	"Night"	"1995-2001"	"Departing"	"Nov"	60
"4842"	"Sun"	"Long Delay"	"Night"	"1995-2001"	"Departing"	"Oct"	50
"4843"	"Sun"	"Long Delay"	"Night"	"1995-2001"	"Departing"	"Sept"	42
"4844"	"Sun"	"Long Delay"	"Night"	"2002-2008"	"Arriving"	"Apr"	73
"4845"	"Sun"	"Long Delay"	"Night"	"2002-2008"	"Arriving"	"Aug"	100
"4846"	"Sun"	"Long Delay"	"Night"	"2002-2008"	"Arriving"	"Dec"	79
"4847"	"Sun"	"Long Delay"	"Night"	"2002-2008"	"Arriving"	"Feb"	76
"4848"	"Sun"	"Long Delay"	"Night"	"2002-2008"	"Arriving"	"Jan"	64
"4849"	"Sun"	"Long Delay"	"Night"	"2002-2008"	"Arriving"	"Jul"	113
"4850"	"Sun"	"Long Delay"	"Night"	"2002-2008"	"Arriving"	"Jun"	103
"4851"	"Sun"	"Long Delay"	"Night"	"2002-2008"	"Arriving"	"Mar"	71
"4852"	"Sun"	"Long Delay"	"Night"	"2002-2008"	"Arriving"	"May"	61
"4853"	"Sun"	"Long Delay"	"Night"	"2002-2008"	"Arriving"	"Nov"	59
"4854"	"Sun"	"Long Delay"	"Night"	"2002-2008"	"Arriving"	"Oct"	50
"4855"	"Sun"	"Long Delay"	"Night"	"2002-2008"	"Arriving"	"Sept"	49
"4856"	"Sun"	"Long Delay"	"Night"	"2002-2008"	"Departing"	"Apr"	30
"4857"	"Sun"	"Long Delay"	"Night"	"2002-2008"	"Departing"	"Aug"	43
"4858"	"Sun"	"Long Delay"	"Night"	"2002-2008"	"Departing"	"Dec"	49
"4859"	"Sun"	"Long Delay"	"Night"	"2002-2008"	"Departing"	"Feb"	32
"4860"	"Sun"	"Long Delay"	"Night"	"2002-2008"	"Departing"	"Jan"	27
"4861"	"Sun"	"Long Delay"	"Night"	"2002-2008"	"Departing"	"Jul"	76
"4862"	"Sun"	"Long Delay"	"Night"	"2002-2008"	"Departing"	"Jun"	47
"4863"	"Sun"	"Long Delay"	"Night"	"2002-2008"	"Departing"	"Mar"	30
"4864"	"Sun"	"Long Delay"	"Night"	"2002-2008"	"Departing"	"May"	29
"4865"	"Sun"	"Long Delay"	"Night"	"2002-2008"	"Departing"	"Nov"	25
"4866"	"Sun"	"Long Delay"	"Night"	"2002-2008"	"Departing"	"Oct"	26
"4867"	"Sun"	"Long Delay"	"Night"	"2002-2008"	"Departing"	"Sept"	38
"4868"	"Sun"	"Medium Delay"	"Evening"	"1988-1994"	"Arriving"	"Apr"	936
"4869"	"Sun"	"Medium Delay"	"Evening"	"1988-1994"	"Arriving"	"Aug"	1041
"4870"	"Sun"	"Medium Delay"	"Evening"	"1988-1994"	"Arriving"	"Dec"	1138
"4871"	"Sun"	"Medium Delay"	"Evening"	"1988-1994"	"Arriving"	"Feb"	975
"4872"	"Sun"	"Medium Delay"	"Evening"	"1988-1994"	"Arriving"	"Jan"	1194
"4873"	"Sun"	"Medium Delay"	"Evening"	"1988-1994"	"Arriving"	"Jul"	1117
"4874"	"Sun"	"Medium Delay"	"Evening"	"1988-1994"	"Arriving"	"Jun"	1045
"4875"	"Sun"	"Medium Delay"	"Evening"	"1988-1994"	"Arriving"	"Mar"	1062
"4876"	"Sun"	"Medium Delay"	"Evening"	"1988-1994"	"Arriving"	"May"	714
"4877"	"Sun"	"Medium Delay"	"Evening"	"1988-1994"	"Arriving"	"Nov"	1082
"4878"	"Sun"	"Medium Delay"	"Evening"	"1988-1994"	"Arriving"	"Oct"	1278
"4879"	"Sun"	"Medium Delay"	"Evening"	"1988-1994"	"Arriving"	"Sept"	976
"4880"	"Sun"	"Medium Delay"	"Evening"	"1988-1994"	"Departing"	"Apr"	444
"4881"	"Sun"	"Medium Delay"	"Evening"	"1988-1994"	"Departing"	"Aug"	625
"4882"	"Sun"	"Medium Delay"	"Evening"	"1988-1994"	"Departing"	"Dec"	618
"4883"	"Sun"	"Medium Delay"	"Evening"	"1988-1994"	"Departing"	"Feb"	483
"4884"	"Sun"	"Medium Delay"	"Evening"	"1988-1994"	"Departing"	"Jan"	673
"4885"	"Sun"	"Medium Delay"	"Evening"	"1988-1994"	"Departing"	"Jul"	675
"4886"	"Sun"	"Medium Delay"	"Evening"	"1988-1994"	"Departing"	"Jun"	589
"4887"	"Sun"	"Medium Delay"	"Evening"	"1988-1994"	"Departing"	"Mar"	552
"4888"	"Sun"	"Medium Delay"	"Evening"	"1988-1994"	"Departing"	"May"	379
"4889"	"Sun"	"Medium Delay"	"Evening"	"1988-1994"	"Departing"	"Nov"	614
"4890"	"Sun"	"Medium Delay"	"Evening"	"1988-1994"	"Departing"	"Oct"	613
"4891"	"Sun"	"Medium Delay"	"Evening"	"1988-1994"	"Departing"	"Sept"	500
"4892"	"Sun"	"Medium Delay"	"Evening"	"1995-2001"	"Arriving"	"Apr"	1026
"4893"	"Sun"	"Medium Delay"	"Evening"	"1995-2001"	"Arriving"	"Aug"	1164
"4894"	"Sun"	"Medium Delay"	"Evening"	"1995-2001"	"Arriving"	"Dec"	1104
"4895"	"Sun"	"Medium Delay"	"Evening"	"1995-2001"	"Arriving"	"Feb"	935
"4896"	"Sun"	"Medium Delay"	"Evening"	"1995-2001"	"Arriving"	"Jan"	1096
"4897"	"Sun"	"Medium Delay"	"Evening"	"1995-2001"	"Arriving"	"Jul"	1111
"4898"	"Sun"	"Medium Delay"	"Evening"	"1995-2001"	"Arriving"	"Jun"	1146
"4899"	"Sun"	"Medium Delay"	"Evening"	"1995-2001"	"Arriving"	"Mar"	1197
"4900"	"Sun"	"Medium Delay"	"Evening"	"1995-2001"	"Arriving"	"May"	968
"4901"	"Sun"	"Medium Delay"	"Evening"	"1995-2001"	"Arriving"	"Nov"	992
"4902"	"Sun"	"Medium Delay"	"Evening"	"1995-2001"	"Arriving"	"Oct"	1023
"4903"	"Sun"	"Medium Delay"	"Evening"	"1995-2001"	"Arriving"	"Sept"	728
"4904"	"Sun"	"Medium Delay"	"Evening"	"1995-2001"	"Departing"	"Apr"	745
"4905"	"Sun"	"Medium Delay"	"Evening"	"1995-2001"	"Departing"	"Aug"	1003
"4906"	"Sun"	"Medium Delay"	"Evening"	"1995-2001"	"Departing"	"Dec"	977
"4907"	"Sun"	"Medium Delay"	"Evening"	"1995-2001"	"Departing"	"Feb"	614
"4908"	"Sun"	"Medium Delay"	"Evening"	"1995-2001"	"Departing"	"Jan"	864
"4909"	"Sun"	"Medium Delay"	"Evening"	"1995-2001"	"Departing"	"Jul"	1105
"4910"	"Sun"	"Medium Delay"	"Evening"	"1995-2001"	"Departing"	"Jun"	1055
"4911"	"Sun"	"Medium Delay"	"Evening"	"1995-2001"	"Departing"	"Mar"	886
"4912"	"Sun"	"Medium Delay"	"Evening"	"1995-2001"	"Departing"	"May"	686
"4913"	"Sun"	"Medium Delay"	"Evening"	"1995-2001"	"Departing"	"Nov"	745
"4914"	"Sun"	"Medium Delay"	"Evening"	"1995-2001"	"Departing"	"Oct"	824
"4915"	"Sun"	"Medium Delay"	"Evening"	"1995-2001"	"Departing"	"Sept"	615
"4916"	"Sun"	"Medium Delay"	"Evening"	"2002-2008"	"Arriving"	"Apr"	943
"4917"	"Sun"	"Medium Delay"	"Evening"	"2002-2008"	"Arriving"	"Aug"	919
"4918"	"Sun"	"Medium Delay"	"Evening"	"2002-2008"	"Arriving"	"Dec"	1115
"4919"	"Sun"	"Medium Delay"	"Evening"	"2002-2008"	"Arriving"	"Feb"	1136
"4920"	"Sun"	"Medium Delay"	"Evening"	"2002-2008"	"Arriving"	"Jan"	1110
"4921"	"Sun"	"Medium Delay"	"Evening"	"2002-2008"	"Arriving"	"Jul"	1027
"4922"	"Sun"	"Medium Delay"	"Evening"	"2002-2008"	"Arriving"	"Jun"	1059
"4923"	"Sun"	"Medium Delay"	"Evening"	"2002-2008"	"Arriving"	"Mar"	1225
"4924"	"Sun"	"Medium Delay"	"Evening"	"2002-2008"	"Arriving"	"May"	924
"4925"	"Sun"	"Medium Delay"	"Evening"	"2002-2008"	"Arriving"	"Nov"	1059
"4926"	"Sun"	"Medium Delay"	"Evening"	"2002-2008"	"Arriving"	"Oct"	1022
"4927"	"Sun"	"Medium Delay"	"Evening"	"2002-2008"	"Arriving"	"Sept"	808
"4928"	"Sun"	"Medium Delay"	"Evening"	"2002-2008"	"Departing"	"Apr"	617
"4929"	"Sun"	"Medium Delay"	"Evening"	"2002-2008"	"Departing"	"Aug"	784
"4930"	"Sun"	"Medium Delay"	"Evening"	"2002-2008"	"Departing"	"Dec"	833
"4931"	"Sun"	"Medium Delay"	"Evening"	"2002-2008"	"Departing"	"Feb"	780
"4932"	"Sun"	"Medium Delay"	"Evening"	"2002-2008"	"Departing"	"Jan"	706
"4933"	"Sun"	"Medium Delay"	"Evening"	"2002-2008"	"Departing"	"Jul"	905
"4934"	"Sun"	"Medium Delay"	"Evening"	"2002-2008"	"Departing"	"Jun"	859
"4935"	"Sun"	"Medium Delay"	"Evening"	"2002-2008"	"Departing"	"Mar"	853
"4936"	"Sun"	"Medium Delay"	"Evening"	"2002-2008"	"Departing"	"May"	556
"4937"	"Sun"	"Medium Delay"	"Evening"	"2002-2008"	"Departing"	"Nov"	605
"4938"	"Sun"	"Medium Delay"	"Evening"	"2002-2008"	"Departing"	"Oct"	539
"4939"	"Sun"	"Medium Delay"	"Evening"	"2002-2008"	"Departing"	"Sept"	591
"4940"	"Sun"	"Medium Delay"	"Mid-Day"	"1988-1994"	"Arriving"	"Apr"	508
"4941"	"Sun"	"Medium Delay"	"Mid-Day"	"1988-1994"	"Arriving"	"Aug"	707
"4942"	"Sun"	"Medium Delay"	"Mid-Day"	"1988-1994"	"Arriving"	"Dec"	783
"4943"	"Sun"	"Medium Delay"	"Mid-Day"	"1988-1994"	"Arriving"	"Feb"	534
"4944"	"Sun"	"Medium Delay"	"Mid-Day"	"1988-1994"	"Arriving"	"Jan"	806
"4945"	"Sun"	"Medium Delay"	"Mid-Day"	"1988-1994"	"Arriving"	"Jul"	709
"4946"	"Sun"	"Medium Delay"	"Mid-Day"	"1988-1994"	"Arriving"	"Jun"	635
"4947"	"Sun"	"Medium Delay"	"Mid-Day"	"1988-1994"	"Arriving"	"Mar"	663
"4948"	"Sun"	"Medium Delay"	"Mid-Day"	"1988-1994"	"Arriving"	"May"	495
"4949"	"Sun"	"Medium Delay"	"Mid-Day"	"1988-1994"	"Arriving"	"Nov"	690
"4950"	"Sun"	"Medium Delay"	"Mid-Day"	"1988-1994"	"Arriving"	"Oct"	702
"4951"	"Sun"	"Medium Delay"	"Mid-Day"	"1988-1994"	"Arriving"	"Sept"	528
"4952"	"Sun"	"Medium Delay"	"Mid-Day"	"1988-1994"	"Departing"	"Apr"	292
"4953"	"Sun"	"Medium Delay"	"Mid-Day"	"1988-1994"	"Departing"	"Aug"	488
"4954"	"Sun"	"Medium Delay"	"Mid-Day"	"1988-1994"	"Departing"	"Dec"	489
"4955"	"Sun"	"Medium Delay"	"Mid-Day"	"1988-1994"	"Departing"	"Feb"	351
"4956"	"Sun"	"Medium Delay"	"Mid-Day"	"1988-1994"	"Departing"	"Jan"	534
"4957"	"Sun"	"Medium Delay"	"Mid-Day"	"1988-1994"	"Departing"	"Jul"	473
"4958"	"Sun"	"Medium Delay"	"Mid-Day"	"1988-1994"	"Departing"	"Jun"	364
"4959"	"Sun"	"Medium Delay"	"Mid-Day"	"1988-1994"	"Departing"	"Mar"	415
"4960"	"Sun"	"Medium Delay"	"Mid-Day"	"1988-1994"	"Departing"	"May"	238
"4961"	"Sun"	"Medium Delay"	"Mid-Day"	"1988-1994"	"Departing"	"Nov"	336
"4962"	"Sun"	"Medium Delay"	"Mid-Day"	"1988-1994"	"Departing"	"Oct"	348
"4963"	"Sun"	"Medium Delay"	"Mid-Day"	"1988-1994"	"Departing"	"Sept"	310
"4964"	"Sun"	"Medium Delay"	"Mid-Day"	"1995-2001"	"Arriving"	"Apr"	800
"4965"	"Sun"	"Medium Delay"	"Mid-Day"	"1995-2001"	"Arriving"	"Aug"	970
"4966"	"Sun"	"Medium Delay"	"Mid-Day"	"1995-2001"	"Arriving"	"Dec"	1124
"4967"	"Sun"	"Medium Delay"	"Mid-Day"	"1995-2001"	"Arriving"	"Feb"	719
"4968"	"Sun"	"Medium Delay"	"Mid-Day"	"1995-2001"	"Arriving"	"Jan"	952
"4969"	"Sun"	"Medium Delay"	"Mid-Day"	"1995-2001"	"Arriving"	"Jul"	934
"4970"	"Sun"	"Medium Delay"	"Mid-Day"	"1995-2001"	"Arriving"	"Jun"	880
"4971"	"Sun"	"Medium Delay"	"Mid-Day"	"1995-2001"	"Arriving"	"Mar"	1002
"4972"	"Sun"	"Medium Delay"	"Mid-Day"	"1995-2001"	"Arriving"	"May"	709
"4973"	"Sun"	"Medium Delay"	"Mid-Day"	"1995-2001"	"Arriving"	"Nov"	796
"4974"	"Sun"	"Medium Delay"	"Mid-Day"	"1995-2001"	"Arriving"	"Oct"	769
"4975"	"Sun"	"Medium Delay"	"Mid-Day"	"1995-2001"	"Arriving"	"Sept"	586
"4976"	"Sun"	"Medium Delay"	"Mid-Day"	"1995-2001"	"Departing"	"Apr"	569
"4977"	"Sun"	"Medium Delay"	"Mid-Day"	"1995-2001"	"Departing"	"Aug"	796
"4978"	"Sun"	"Medium Delay"	"Mid-Day"	"1995-2001"	"Departing"	"Dec"	923
"4979"	"Sun"	"Medium Delay"	"Mid-Day"	"1995-2001"	"Departing"	"Feb"	464
"4980"	"Sun"	"Medium Delay"	"Mid-Day"	"1995-2001"	"Departing"	"Jan"	727
"4981"	"Sun"	"Medium Delay"	"Mid-Day"	"1995-2001"	"Departing"	"Jul"	864
"4982"	"Sun"	"Medium Delay"	"Mid-Day"	"1995-2001"	"Departing"	"Jun"	807
"4983"	"Sun"	"Medium Delay"	"Mid-Day"	"1995-2001"	"Departing"	"Mar"	704
"4984"	"Sun"	"Medium Delay"	"Mid-Day"	"1995-2001"	"Departing"	"May"	521
"4985"	"Sun"	"Medium Delay"	"Mid-Day"	"1995-2001"	"Departing"	"Nov"	568
"4986"	"Sun"	"Medium Delay"	"Mid-Day"	"1995-2001"	"Departing"	"Oct"	629
"4987"	"Sun"	"Medium Delay"	"Mid-Day"	"1995-2001"	"Departing"	"Sept"	401
"4988"	"Sun"	"Medium Delay"	"Mid-Day"	"2002-2008"	"Arriving"	"Apr"	834
"4989"	"Sun"	"Medium Delay"	"Mid-Day"	"2002-2008"	"Arriving"	"Aug"	769
"4990"	"Sun"	"Medium Delay"	"Mid-Day"	"2002-2008"	"Arriving"	"Dec"	1011
"4991"	"Sun"	"Medium Delay"	"Mid-Day"	"2002-2008"	"Arriving"	"Feb"	927
"4992"	"Sun"	"Medium Delay"	"Mid-Day"	"2002-2008"	"Arriving"	"Jan"	894
"4993"	"Sun"	"Medium Delay"	"Mid-Day"	"2002-2008"	"Arriving"	"Jul"	864
"4994"	"Sun"	"Medium Delay"	"Mid-Day"	"2002-2008"	"Arriving"	"Jun"	882
"4995"	"Sun"	"Medium Delay"	"Mid-Day"	"2002-2008"	"Arriving"	"Mar"	1008
"4996"	"Sun"	"Medium Delay"	"Mid-Day"	"2002-2008"	"Arriving"	"May"	779
"4997"	"Sun"	"Medium Delay"	"Mid-Day"	"2002-2008"	"Arriving"	"Nov"	787
"4998"	"Sun"	"Medium Delay"	"Mid-Day"	"2002-2008"	"Arriving"	"Oct"	786
"4999"	"Sun"	"Medium Delay"	"Mid-Day"	"2002-2008"	"Arriving"	"Sept"	666
"5000"	"Sun"	"Medium Delay"	"Mid-Day"	"2002-2008"	"Departing"	"Apr"	626
"5001"	"Sun"	"Medium Delay"	"Mid-Day"	"2002-2008"	"Departing"	"Aug"	837
"5002"	"Sun"	"Medium Delay"	"Mid-Day"	"2002-2008"	"Departing"	"Dec"	922
"5003"	"Sun"	"Medium Delay"	"Mid-Day"	"2002-2008"	"Departing"	"Feb"	803
"5004"	"Sun"	"Medium Delay"	"Mid-Day"	"2002-2008"	"Departing"	"Jan"	798
"5005"	"Sun"	"Medium Delay"	"Mid-Day"	"2002-2008"	"Departing"	"Jul"	1014
"5006"	"Sun"	"Medium Delay"	"Mid-Day"	"2002-2008"	"Departing"	"Jun"	831
"5007"	"Sun"	"Medium Delay"	"Mid-Day"	"2002-2008"	"Departing"	"Mar"	921
"5008"	"Sun"	"Medium Delay"	"Mid-Day"	"2002-2008"	"Departing"	"May"	502
"5009"	"Sun"	"Medium Delay"	"Mid-Day"	"2002-2008"	"Departing"	"Nov"	634
"5010"	"Sun"	"Medium Delay"	"Mid-Day"	"2002-2008"	"Departing"	"Oct"	600
"5011"	"Sun"	"Medium Delay"	"Mid-Day"	"2002-2008"	"Departing"	"Sept"	550
"5012"	"Sun"	"Medium Delay"	"Morning"	"1988-1994"	"Arriving"	"Apr"	81
"5013"	"Sun"	"Medium Delay"	"Morning"	"1988-1994"	"Arriving"	"Aug"	166
"5014"	"Sun"	"Medium Delay"	"Morning"	"1988-1994"	"Arriving"	"Dec"	199
"5015"	"Sun"	"Medium Delay"	"Morning"	"1988-1994"	"Arriving"	"Feb"	128
"5016"	"Sun"	"Medium Delay"	"Morning"	"1988-1994"	"Arriving"	"Jan"	188
"5017"	"Sun"	"Medium Delay"	"Morning"	"1988-1994"	"Arriving"	"Jul"	210
"5018"	"Sun"	"Medium Delay"	"Morning"	"1988-1994"	"Arriving"	"Jun"	177
"5019"	"Sun"	"Medium Delay"	"Morning"	"1988-1994"	"Arriving"	"Mar"	113
"5020"	"Sun"	"Medium Delay"	"Morning"	"1988-1994"	"Arriving"	"May"	81
"5021"	"Sun"	"Medium Delay"	"Morning"	"1988-1994"	"Arriving"	"Nov"	128
"5022"	"Sun"	"Medium Delay"	"Morning"	"1988-1994"	"Arriving"	"Oct"	125
"5023"	"Sun"	"Medium Delay"	"Morning"	"1988-1994"	"Arriving"	"Sept"	112
"5024"	"Sun"	"Medium Delay"	"Morning"	"1988-1994"	"Departing"	"Apr"	106
"5025"	"Sun"	"Medium Delay"	"Morning"	"1988-1994"	"Departing"	"Aug"	172
"5026"	"Sun"	"Medium Delay"	"Morning"	"1988-1994"	"Departing"	"Dec"	279
"5027"	"Sun"	"Medium Delay"	"Morning"	"1988-1994"	"Departing"	"Feb"	168
"5028"	"Sun"	"Medium Delay"	"Morning"	"1988-1994"	"Departing"	"Jan"	308
"5029"	"Sun"	"Medium Delay"	"Morning"	"1988-1994"	"Departing"	"Jul"	164
"5030"	"Sun"	"Medium Delay"	"Morning"	"1988-1994"	"Departing"	"Jun"	150
"5031"	"Sun"	"Medium Delay"	"Morning"	"1988-1994"	"Departing"	"Mar"	206
"5032"	"Sun"	"Medium Delay"	"Morning"	"1988-1994"	"Departing"	"May"	102
"5033"	"Sun"	"Medium Delay"	"Morning"	"1988-1994"	"Departing"	"Nov"	162
"5034"	"Sun"	"Medium Delay"	"Morning"	"1988-1994"	"Departing"	"Oct"	156
"5035"	"Sun"	"Medium Delay"	"Morning"	"1988-1994"	"Departing"	"Sept"	119
"5036"	"Sun"	"Medium Delay"	"Morning"	"1995-2001"	"Arriving"	"Apr"	179
"5037"	"Sun"	"Medium Delay"	"Morning"	"1995-2001"	"Arriving"	"Aug"	270
"5038"	"Sun"	"Medium Delay"	"Morning"	"1995-2001"	"Arriving"	"Dec"	252
"5039"	"Sun"	"Medium Delay"	"Morning"	"1995-2001"	"Arriving"	"Feb"	154
"5040"	"Sun"	"Medium Delay"	"Morning"	"1995-2001"	"Arriving"	"Jan"	189
"5041"	"Sun"	"Medium Delay"	"Morning"	"1995-2001"	"Arriving"	"Jul"	208
"5042"	"Sun"	"Medium Delay"	"Morning"	"1995-2001"	"Arriving"	"Jun"	212
"5043"	"Sun"	"Medium Delay"	"Morning"	"1995-2001"	"Arriving"	"Mar"	194
"5044"	"Sun"	"Medium Delay"	"Morning"	"1995-2001"	"Arriving"	"May"	138
"5045"	"Sun"	"Medium Delay"	"Morning"	"1995-2001"	"Arriving"	"Nov"	151
"5046"	"Sun"	"Medium Delay"	"Morning"	"1995-2001"	"Arriving"	"Oct"	111
"5047"	"Sun"	"Medium Delay"	"Morning"	"1995-2001"	"Arriving"	"Sept"	126
"5048"	"Sun"	"Medium Delay"	"Morning"	"1995-2001"	"Departing"	"Apr"	236
"5049"	"Sun"	"Medium Delay"	"Morning"	"1995-2001"	"Departing"	"Aug"	352
"5050"	"Sun"	"Medium Delay"	"Morning"	"1995-2001"	"Departing"	"Dec"	508
"5051"	"Sun"	"Medium Delay"	"Morning"	"1995-2001"	"Departing"	"Feb"	266
"5052"	"Sun"	"Medium Delay"	"Morning"	"1995-2001"	"Departing"	"Jan"	333
"5053"	"Sun"	"Medium Delay"	"Morning"	"1995-2001"	"Departing"	"Jul"	347
"5054"	"Sun"	"Medium Delay"	"Morning"	"1995-2001"	"Departing"	"Jun"	375
"5055"	"Sun"	"Medium Delay"	"Morning"	"1995-2001"	"Departing"	"Mar"	357
"5056"	"Sun"	"Medium Delay"	"Morning"	"1995-2001"	"Departing"	"May"	182
"5057"	"Sun"	"Medium Delay"	"Morning"	"1995-2001"	"Departing"	"Nov"	270
"5058"	"Sun"	"Medium Delay"	"Morning"	"1995-2001"	"Departing"	"Oct"	226
"5059"	"Sun"	"Medium Delay"	"Morning"	"1995-2001"	"Departing"	"Sept"	174
"5060"	"Sun"	"Medium Delay"	"Morning"	"2002-2008"	"Arriving"	"Apr"	261
"5061"	"Sun"	"Medium Delay"	"Morning"	"2002-2008"	"Arriving"	"Aug"	252
"5062"	"Sun"	"Medium Delay"	"Morning"	"2002-2008"	"Arriving"	"Dec"	370
"5063"	"Sun"	"Medium Delay"	"Morning"	"2002-2008"	"Arriving"	"Feb"	296
"5064"	"Sun"	"Medium Delay"	"Morning"	"2002-2008"	"Arriving"	"Jan"	266
"5065"	"Sun"	"Medium Delay"	"Morning"	"2002-2008"	"Arriving"	"Jul"	311
"5066"	"Sun"	"Medium Delay"	"Morning"	"2002-2008"	"Arriving"	"Jun"	297
"5067"	"Sun"	"Medium Delay"	"Morning"	"2002-2008"	"Arriving"	"Mar"	303
"5068"	"Sun"	"Medium Delay"	"Morning"	"2002-2008"	"Arriving"	"May"	240
"5069"	"Sun"	"Medium Delay"	"Morning"	"2002-2008"	"Arriving"	"Nov"	229
"5070"	"Sun"	"Medium Delay"	"Morning"	"2002-2008"	"Arriving"	"Oct"	225
"5071"	"Sun"	"Medium Delay"	"Morning"	"2002-2008"	"Arriving"	"Sept"	187
"5072"	"Sun"	"Medium Delay"	"Morning"	"2002-2008"	"Departing"	"Apr"	176
"5073"	"Sun"	"Medium Delay"	"Morning"	"2002-2008"	"Departing"	"Aug"	269
"5074"	"Sun"	"Medium Delay"	"Morning"	"2002-2008"	"Departing"	"Dec"	331
"5075"	"Sun"	"Medium Delay"	"Morning"	"2002-2008"	"Departing"	"Feb"	265
"5076"	"Sun"	"Medium Delay"	"Morning"	"2002-2008"	"Departing"	"Jan"	268
"5077"	"Sun"	"Medium Delay"	"Morning"	"2002-2008"	"Departing"	"Jul"	320
"5078"	"Sun"	"Medium Delay"	"Morning"	"2002-2008"	"Departing"	"Jun"	294
"5079"	"Sun"	"Medium Delay"	"Morning"	"2002-2008"	"Departing"	"Mar"	318
"5080"	"Sun"	"Medium Delay"	"Morning"	"2002-2008"	"Departing"	"May"	149
"5081"	"Sun"	"Medium Delay"	"Morning"	"2002-2008"	"Departing"	"Nov"	157
"5082"	"Sun"	"Medium Delay"	"Morning"	"2002-2008"	"Departing"	"Oct"	143
"5083"	"Sun"	"Medium Delay"	"Morning"	"2002-2008"	"Departing"	"Sept"	132
"5084"	"Sun"	"Medium Delay"	"Night"	"1988-1994"	"Arriving"	"Apr"	58
"5085"	"Sun"	"Medium Delay"	"Night"	"1988-1994"	"Arriving"	"Aug"	76
"5086"	"Sun"	"Medium Delay"	"Night"	"1988-1994"	"Arriving"	"Dec"	80
"5087"	"Sun"	"Medium Delay"	"Night"	"1988-1994"	"Arriving"	"Feb"	78
"5088"	"Sun"	"Medium Delay"	"Night"	"1988-1994"	"Arriving"	"Jan"	98
"5089"	"Sun"	"Medium Delay"	"Night"	"1988-1994"	"Arriving"	"Jul"	93
"5090"	"Sun"	"Medium Delay"	"Night"	"1988-1994"	"Arriving"	"Jun"	90
"5091"	"Sun"	"Medium Delay"	"Night"	"1988-1994"	"Arriving"	"Mar"	105
"5092"	"Sun"	"Medium Delay"	"Night"	"1988-1994"	"Arriving"	"May"	53
"5093"	"Sun"	"Medium Delay"	"Night"	"1988-1994"	"Arriving"	"Nov"	82
"5094"	"Sun"	"Medium Delay"	"Night"	"1988-1994"	"Arriving"	"Oct"	110
"5095"	"Sun"	"Medium Delay"	"Night"	"1988-1994"	"Arriving"	"Sept"	63
"5096"	"Sun"	"Medium Delay"	"Night"	"1988-1994"	"Departing"	"Apr"	24
"5097"	"Sun"	"Medium Delay"	"Night"	"1988-1994"	"Departing"	"Aug"	51
"5098"	"Sun"	"Medium Delay"	"Night"	"1988-1994"	"Departing"	"Dec"	60
"5099"	"Sun"	"Medium Delay"	"Night"	"1988-1994"	"Departing"	"Feb"	37
"5100"	"Sun"	"Medium Delay"	"Night"	"1988-1994"	"Departing"	"Jan"	37
"5101"	"Sun"	"Medium Delay"	"Night"	"1988-1994"	"Departing"	"Jul"	44
"5102"	"Sun"	"Medium Delay"	"Night"	"1988-1994"	"Departing"	"Jun"	43
"5103"	"Sun"	"Medium Delay"	"Night"	"1988-1994"	"Departing"	"Mar"	47
"5104"	"Sun"	"Medium Delay"	"Night"	"1988-1994"	"Departing"	"May"	17
"5105"	"Sun"	"Medium Delay"	"Night"	"1988-1994"	"Departing"	"Nov"	53
"5106"	"Sun"	"Medium Delay"	"Night"	"1988-1994"	"Departing"	"Oct"	62
"5107"	"Sun"	"Medium Delay"	"Night"	"1988-1994"	"Departing"	"Sept"	38
"5108"	"Sun"	"Medium Delay"	"Night"	"1995-2001"	"Arriving"	"Apr"	115
"5109"	"Sun"	"Medium Delay"	"Night"	"1995-2001"	"Arriving"	"Aug"	126
"5110"	"Sun"	"Medium Delay"	"Night"	"1995-2001"	"Arriving"	"Dec"	153
"5111"	"Sun"	"Medium Delay"	"Night"	"1995-2001"	"Arriving"	"Feb"	113
"5112"	"Sun"	"Medium Delay"	"Night"	"1995-2001"	"Arriving"	"Jan"	179
"5113"	"Sun"	"Medium Delay"	"Night"	"1995-2001"	"Arriving"	"Jul"	113
"5114"	"Sun"	"Medium Delay"	"Night"	"1995-2001"	"Arriving"	"Jun"	128
"5115"	"Sun"	"Medium Delay"	"Night"	"1995-2001"	"Arriving"	"Mar"	164
